product_category_name,order_year,order_month,order_day,total_goods_sold
agro_industria_e_comercio,2018,8,26,1
alimentos,2016,10,10,1
alimentos,2017,1,27,1
alimentos,2017,1,29,1
alimentos,2017,2,1,1
alimentos,2017,2,7,1
alimentos,2017,2,8,1
alimentos,2017,2,16,2
alimentos,2017,2,17,1
alimentos,2017,2,22,1
alimentos,2017,2,25,1
alimentos,2017,3,2,1
alimentos,2017,3,7,1
alimentos,2017,3,8,2
alimentos,2017,3,12,2
alimentos,2017,3,15,3
alimentos,2017,3,16,2
alimentos,2017,3,18,1
alimentos,2017,3,19,2
alimentos,2017,3,21,2
alimentos,2017,3,28,3
alimentos,2017,3,31,2
alimentos,2017,4,2,1
alimentos,2017,4,4,1
alimentos,2017,4,6,1
alimentos,2017,4,8,2
alimentos,2017,4,13,1
alimentos,2017,4,16,1
alimentos,2017,4,19,1
alimentos,2017,5,3,1
alimentos,2017,5,15,1
alimentos,2017,5,16,1
alimentos,2017,6,16,1
alimentos,2017,7,4,1
alimentos,2017,7,14,1
alimentos,2017,7,17,2
alimentos,2017,7,24,2
alimentos,2017,7,25,1
alimentos,2017,8,1,1
alimentos,2017,8,6,1
alimentos,2017,8,8,1
alimentos,2017,8,9,1
alimentos,2017,8,20,1
alimentos,2017,8,24,1
alimentos,2017,8,26,1
alimentos,2017,8,27,1
alimentos,2017,9,8,1
alimentos,2017,9,12,2
alimentos,2017,9,13,1
alimentos,2017,9,17,4
alimentos,2017,9,18,1
alimentos,2017,9,20,1
alimentos,2017,9,21,1
alimentos,2017,9,22,1
alimentos,2017,9,23,3
alimentos,2017,9,27,1
alimentos,2017,9,30,1
alimentos,2017,10,1,2
alimentos,2017,10,4,1
alimentos,2017,10,6,2
alimentos,2017,10,7,1
alimentos,2017,10,8,1
alimentos,2017,10,10,1
alimentos,2017,10,18,1
alimentos,2017,10,24,6
alimentos,2017,10,27,1
alimentos,2017,10,30,1
alimentos,2017,11,7,1
alimentos,2017,11,9,3
alimentos,2017,11,12,1
alimentos,2017,11,17,1
alimentos,2017,11,22,1
alimentos,2017,11,23,4
alimentos,2017,11,29,2
alimentos,2017,11,30,1
alimentos,2017,12,3,1
alimentos,2017,12,4,1
alimentos,2017,12,5,1
alimentos,2017,12,6,1
alimentos,2017,12,10,1
alimentos,2017,12,12,1
alimentos,2017,12,19,1
alimentos,2017,12,23,1
alimentos,2017,12,25,3
alimentos,2017,12,26,1
alimentos,2017,12,29,1
alimentos,2018,1,3,1
alimentos,2018,1,7,2
alimentos,2018,1,11,1
alimentos,2018,1,12,2
alimentos,2018,1,15,1
alimentos,2018,1,19,1
alimentos,2018,1,21,1
alimentos,2018,1,22,1
alimentos,2018,1,23,2
alimentos,2018,1,24,3
alimentos,2018,1,25,1
alimentos,2018,1,26,1
alimentos,2018,1,27,1
alimentos,2018,1,30,1
alimentos,2018,2,1,3
alimentos,2018,2,2,5
alimentos,2018,2,5,1
alimentos,2018,2,7,1
alimentos,2018,2,10,1
alimentos,2018,2,15,3
alimentos,2018,2,17,2
alimentos,2018,2,18,2
alimentos,2018,2,19,3
alimentos,2018,2,20,1
alimentos,2018,2,21,2
alimentos,2018,2,22,2
alimentos,2018,2,23,1
alimentos,2018,2,25,1
alimentos,2018,2,26,2
alimentos,2018,2,27,3
alimentos,2018,2,28,5
alimentos,2018,3,3,1
alimentos,2018,3,4,1
alimentos,2018,3,6,3
alimentos,2018,3,7,1
alimentos,2018,3,8,1
alimentos,2018,3,9,1
alimentos,2018,3,11,1
alimentos,2018,3,12,2
alimentos,2018,3,14,2
alimentos,2018,3,15,4
alimentos,2018,3,16,1
alimentos,2018,3,17,1
alimentos,2018,3,18,2
alimentos,2018,3,19,4
alimentos,2018,3,20,1
alimentos,2018,3,22,2
alimentos,2018,3,23,1
alimentos,2018,3,25,2
alimentos,2018,3,26,1
alimentos,2018,3,27,1
alimentos,2018,3,28,2
alimentos,2018,4,1,1
alimentos,2018,4,3,4
alimentos,2018,4,7,1
alimentos,2018,4,8,1
alimentos,2018,4,9,2
alimentos,2018,4,10,1
alimentos,2018,4,11,1
alimentos,2018,4,12,1
alimentos,2018,4,13,1
alimentos,2018,4,15,1
alimentos,2018,4,16,2
alimentos,2018,4,17,5
alimentos,2018,4,18,1
alimentos,2018,4,19,1
alimentos,2018,4,20,1
alimentos,2018,4,23,2
alimentos,2018,4,24,2
alimentos,2018,4,25,2
alimentos,2018,4,26,1
alimentos,2018,4,27,3
alimentos,2018,4,28,1
alimentos,2018,4,30,5
alimentos,2018,5,2,3
alimentos,2018,5,3,1
alimentos,2018,5,4,1
alimentos,2018,5,6,2
alimentos,2018,5,7,1
alimentos,2018,5,8,4
alimentos,2018,5,9,2
alimentos,2018,5,10,1
alimentos,2018,5,11,2
alimentos,2018,5,12,1
alimentos,2018,5,13,1
alimentos,2018,5,14,5
alimentos,2018,5,15,6
alimentos,2018,5,16,3
alimentos,2018,5,17,1
alimentos,2018,5,19,5
alimentos,2018,5,21,2
alimentos,2018,5,22,2
alimentos,2018,5,30,1
alimentos,2018,6,3,1
alimentos,2018,6,4,1
alimentos,2018,6,5,1
alimentos,2018,6,6,1
alimentos,2018,6,8,1
alimentos,2018,6,9,2
alimentos,2018,6,11,4
alimentos,2018,6,12,3
alimentos,2018,6,13,1
alimentos,2018,6,17,1
alimentos,2018,6,19,1
alimentos,2018,6,20,1
alimentos,2018,6,24,1
alimentos,2018,6,25,1
alimentos,2018,6,26,1
alimentos,2018,6,27,1
alimentos,2018,6,29,2
alimentos,2018,7,2,3
alimentos,2018,7,3,2
alimentos,2018,7,4,1
alimentos,2018,7,5,3
alimentos,2018,7,8,3
alimentos,2018,7,9,1
alimentos,2018,7,11,1
alimentos,2018,7,13,3
alimentos,2018,7,14,3
alimentos,2018,7,15,4
alimentos,2018,7,16,2
alimentos,2018,7,17,1
alimentos,2018,7,18,2
alimentos,2018,7,19,4
alimentos,2018,7,20,1
alimentos,2018,7,21,1
alimentos,2018,7,22,4
alimentos,2018,7,24,4
alimentos,2018,7,25,2
alimentos,2018,7,26,5
alimentos,2018,7,27,1
alimentos,2018,7,28,3
alimentos,2018,7,29,4
alimentos,2018,7,30,4
alimentos,2018,7,31,2
alimentos,2018,8,2,2
alimentos,2018,8,3,2
alimentos,2018,8,4,2
alimentos,2018,8,5,7
alimentos,2018,8,6,5
alimentos,2018,8,7,7
alimentos,2018,8,8,5
alimentos,2018,8,9,3
alimentos,2018,8,10,4
alimentos,2018,8,11,1
alimentos,2018,8,12,2
alimentos,2018,8,13,4
alimentos,2018,8,14,5
alimentos,2018,8,15,4
alimentos,2018,8,16,5
alimentos,2018,8,17,11
alimentos,2018,8,18,3
alimentos,2018,8,19,6
alimentos,2018,8,20,11
alimentos,2018,8,21,4
alimentos,2018,8,22,4
alimentos,2018,8,23,2
alimentos,2018,8,24,6
alimentos,2018,8,25,1
alimentos,2018,8,26,2
alimentos,2018,8,27,4
alimentos,2018,8,28,2
alimentos,2018,8,29,1
alimentos_bebidas,2017,3,9,1
alimentos_bebidas,2017,3,15,2
alimentos_bebidas,2017,3,26,1
alimentos_bebidas,2017,4,12,1
alimentos_bebidas,2017,4,27,2
alimentos_bebidas,2017,5,5,1
alimentos_bebidas,2017,5,9,1
alimentos_bebidas,2017,5,11,2
alimentos_bebidas,2017,5,15,1
alimentos_bebidas,2017,5,18,1
alimentos_bebidas,2017,5,21,3
alimentos_bebidas,2017,5,22,1
alimentos_bebidas,2017,5,24,1
alimentos_bebidas,2017,5,29,1
alimentos_bebidas,2017,6,6,1
alimentos_bebidas,2017,6,11,1
alimentos_bebidas,2017,7,3,1
alimentos_bebidas,2017,7,4,1
alimentos_bebidas,2017,7,7,1
alimentos_bebidas,2017,7,11,1
alimentos_bebidas,2017,7,13,1
alimentos_bebidas,2017,7,20,2
alimentos_bebidas,2017,7,21,1
alimentos_bebidas,2017,8,2,1
alimentos_bebidas,2017,8,5,1
alimentos_bebidas,2017,8,9,1
alimentos_bebidas,2017,8,14,1
alimentos_bebidas,2017,8,16,4
alimentos_bebidas,2017,8,23,2
alimentos_bebidas,2017,8,26,1
alimentos_bebidas,2017,8,29,3
alimentos_bebidas,2017,8,30,1
alimentos_bebidas,2017,9,9,1
alimentos_bebidas,2017,9,11,1
alimentos_bebidas,2017,9,13,1
alimentos_bebidas,2017,9,19,4
alimentos_bebidas,2017,9,20,1
alimentos_bebidas,2017,9,25,1
alimentos_bebidas,2017,10,4,1
alimentos_bebidas,2017,10,6,2
alimentos_bebidas,2017,10,7,1
alimentos_bebidas,2017,10,8,1
alimentos_bebidas,2017,10,9,1
alimentos_bebidas,2017,10,10,1
alimentos_bebidas,2017,10,16,1
alimentos_bebidas,2017,10,17,1
alimentos_bebidas,2017,10,20,2
alimentos_bebidas,2017,10,21,1
alimentos_bebidas,2017,10,22,1
alimentos_bebidas,2017,10,24,1
alimentos_bebidas,2017,10,25,2
alimentos_bebidas,2017,10,27,1
alimentos_bebidas,2017,11,2,1
alimentos_bebidas,2017,11,3,1
alimentos_bebidas,2017,11,4,1
alimentos_bebidas,2017,11,5,4
alimentos_bebidas,2017,11,14,3
alimentos_bebidas,2017,11,16,2
alimentos_bebidas,2017,11,19,1
alimentos_bebidas,2017,11,22,3
alimentos_bebidas,2017,11,23,1
alimentos_bebidas,2017,11,24,3
alimentos_bebidas,2017,11,25,5
alimentos_bebidas,2017,11,26,1
alimentos_bebidas,2017,11,28,3
alimentos_bebidas,2017,11,29,1
alimentos_bebidas,2017,11,30,3
alimentos_bebidas,2017,12,2,2
alimentos_bebidas,2017,12,4,5
alimentos_bebidas,2017,12,6,1
alimentos_bebidas,2017,12,7,2
alimentos_bebidas,2017,12,11,4
alimentos_bebidas,2017,12,12,1
alimentos_bebidas,2017,12,15,3
alimentos_bebidas,2017,12,21,1
alimentos_bebidas,2017,12,27,1
alimentos_bebidas,2017,12,31,1
alimentos_bebidas,2018,1,2,3
alimentos_bebidas,2018,1,11,2
alimentos_bebidas,2018,1,12,1
alimentos_bebidas,2018,1,16,1
alimentos_bebidas,2018,1,17,1
alimentos_bebidas,2018,1,21,1
alimentos_bebidas,2018,1,23,1
alimentos_bebidas,2018,1,24,1
alimentos_bebidas,2018,2,4,1
alimentos_bebidas,2018,2,5,4
alimentos_bebidas,2018,2,8,1
alimentos_bebidas,2018,2,10,1
alimentos_bebidas,2018,2,11,2
alimentos_bebidas,2018,2,12,1
alimentos_bebidas,2018,2,16,1
alimentos_bebidas,2018,2,19,1
alimentos_bebidas,2018,2,21,1
alimentos_bebidas,2018,2,22,1
alimentos_bebidas,2018,2,24,1
alimentos_bebidas,2018,2,25,4
alimentos_bebidas,2018,2,26,4
alimentos_bebidas,2018,3,1,1
alimentos_bebidas,2018,3,2,3
alimentos_bebidas,2018,3,3,3
alimentos_bebidas,2018,3,6,1
alimentos_bebidas,2018,3,9,1
alimentos_bebidas,2018,3,10,1
alimentos_bebidas,2018,3,11,1
alimentos_bebidas,2018,3,13,1
alimentos_bebidas,2018,3,16,1
alimentos_bebidas,2018,3,20,2
alimentos_bebidas,2018,3,22,1
alimentos_bebidas,2018,3,27,1
alimentos_bebidas,2018,3,28,1
alimentos_bebidas,2018,3,29,1
alimentos_bebidas,2018,4,4,2
alimentos_bebidas,2018,4,6,2
alimentos_bebidas,2018,4,9,1
alimentos_bebidas,2018,4,10,2
alimentos_bebidas,2018,4,20,2
alimentos_bebidas,2018,4,23,1
alimentos_bebidas,2018,4,24,1
alimentos_bebidas,2018,4,26,1
alimentos_bebidas,2018,4,27,3
alimentos_bebidas,2018,4,28,1
alimentos_bebidas,2018,4,30,2
alimentos_bebidas,2018,5,1,2
alimentos_bebidas,2018,5,5,1
alimentos_bebidas,2018,5,6,1
alimentos_bebidas,2018,5,13,1
alimentos_bebidas,2018,5,14,5
alimentos_bebidas,2018,5,15,2
alimentos_bebidas,2018,5,16,2
alimentos_bebidas,2018,5,17,4
alimentos_bebidas,2018,5,18,1
alimentos_bebidas,2018,5,21,1
alimentos_bebidas,2018,5,24,1
alimentos_bebidas,2018,5,25,4
alimentos_bebidas,2018,6,1,1
alimentos_bebidas,2018,6,4,4
alimentos_bebidas,2018,6,7,1
alimentos_bebidas,2018,6,10,1
alimentos_bebidas,2018,6,21,2
alimentos_bebidas,2018,6,24,1
alimentos_bebidas,2018,6,27,1
alimentos_bebidas,2018,7,4,1
alimentos_bebidas,2018,7,5,1
alimentos_bebidas,2018,7,12,1
alimentos_bebidas,2018,7,14,1
alimentos_bebidas,2018,7,18,1
alimentos_bebidas,2018,7,19,1
alimentos_bebidas,2018,7,20,3
alimentos_bebidas,2018,7,21,1
alimentos_bebidas,2018,7,25,1
alimentos_bebidas,2018,7,27,2
alimentos_bebidas,2018,7,29,2
alimentos_bebidas,2018,7,30,2
alimentos_bebidas,2018,8,1,1
alimentos_bebidas,2018,8,2,1
alimentos_bebidas,2018,8,3,1
alimentos_bebidas,2018,8,5,1
alimentos_bebidas,2018,8,6,6
alimentos_bebidas,2018,8,7,1
alimentos_bebidas,2018,8,12,1
alimentos_bebidas,2018,8,13,1
alimentos_bebidas,2018,8,16,1
alimentos_bebidas,2018,8,17,1
alimentos_bebidas,2018,8,20,1
alimentos_bebidas,2018,8,22,1
alimentos_bebidas,2018,8,23,4
artes,2017,3,1,1
artes,2017,3,16,1
artes,2017,3,21,1
artes,2017,3,23,1
artes,2017,4,30,1
artes,2017,5,3,1
artes,2017,5,15,1
artes,2017,5,18,1
artes,2017,5,24,1
artes,2017,5,28,1
artes,2017,5,31,1
artes,2017,6,8,2
artes,2017,6,10,1
artes,2017,6,12,1
artes,2017,7,3,1
artes,2017,7,4,1
artes,2017,7,16,1
artes,2017,8,8,1
artes,2017,8,10,1
artes,2017,8,21,1
artes,2017,8,29,1
artes,2017,9,4,1
artes,2017,9,19,1
artes,2017,9,30,1
artes,2017,10,5,1
artes,2017,10,8,1
artes,2017,10,9,1
artes,2017,11,27,1
artes,2017,12,4,1
artes,2017,12,16,1
artes,2017,12,24,1
artes,2018,1,4,1
artes,2018,1,6,1
artes,2018,1,7,1
artes,2018,1,8,1
artes,2018,1,11,1
artes,2018,1,15,1
artes,2018,1,16,2
artes,2018,1,17,2
artes,2018,1,18,4
artes,2018,1,24,1
artes,2018,1,28,1
artes,2018,1,30,2
artes,2018,1,31,1
artes,2018,2,5,1
artes,2018,2,6,1
artes,2018,2,9,2
artes,2018,2,10,2
artes,2018,2,11,1
artes,2018,2,12,1
artes,2018,2,19,1
artes,2018,2,21,1
artes,2018,2,24,1
artes,2018,2,28,1
artes,2018,3,6,1
artes,2018,3,18,1
artes,2018,3,21,1
artes,2018,3,23,1
artes,2018,3,24,1
artes,2018,3,25,1
artes,2018,3,31,1
artes,2018,4,3,1
artes,2018,4,4,1
artes,2018,4,5,1
artes,2018,4,8,2
artes,2018,4,9,1
artes,2018,4,10,1
artes,2018,4,12,1
artes,2018,4,15,1
artes,2018,4,17,1
artes,2018,4,18,2
artes,2018,4,19,2
artes,2018,4,20,1
artes,2018,4,23,2
artes,2018,4,25,2
artes,2018,4,27,1
artes,2018,4,28,3
artes,2018,4,29,1
artes,2018,4,30,2
artes,2018,5,1,2
artes,2018,5,2,1
artes,2018,5,3,1
artes,2018,5,4,1
artes,2018,5,5,1
artes,2018,5,6,1
artes,2018,5,7,1
artes,2018,5,8,2
artes,2018,5,9,2
artes,2018,5,10,2
artes,2018,5,11,2
artes,2018,5,12,1
artes,2018,5,13,1
artes,2018,5,14,4
artes,2018,5,15,2
artes,2018,5,16,3
artes,2018,5,18,2
artes,2018,5,20,1
artes,2018,5,21,1
artes,2018,5,23,1
artes,2018,5,26,1
artes,2018,5,31,1
artes,2018,6,2,2
artes,2018,6,3,1
artes,2018,6,8,2
artes,2018,6,11,1
artes,2018,6,12,3
artes,2018,6,13,2
artes,2018,6,14,1
artes,2018,6,15,2
artes,2018,6,17,1
artes,2018,6,18,2
artes,2018,6,19,1
artes,2018,6,22,1
artes,2018,6,24,2
artes,2018,6,25,1
artes,2018,6,26,2
artes,2018,6,27,1
artes,2018,6,28,2
artes,2018,6,30,1
artes,2018,7,1,1
artes,2018,7,2,1
artes,2018,7,3,1
artes,2018,7,5,1
artes,2018,7,8,2
artes,2018,7,10,1
artes,2018,7,11,1
artes,2018,7,12,4
artes,2018,7,13,1
artes,2018,7,15,1
artes,2018,7,16,3
artes,2018,7,26,1
artes,2018,7,28,2
artes,2018,7,31,1
artes,2018,8,1,1
artes,2018,8,2,1
artes,2018,8,3,3
artes,2018,8,4,1
artes,2018,8,5,2
artes,2018,8,6,2
artes,2018,8,7,1
artes,2018,8,8,1
artes,2018,8,9,1
artes,2018,8,12,1
artes,2018,8,14,1
artes,2018,8,17,1
artes,2018,8,25,1
artes,2018,8,27,1
artes_e_artesanato,2017,5,8,1
artes_e_artesanato,2017,7,12,1
artes_e_artesanato,2018,4,22,1
artes_e_artesanato,2018,5,6,1
artes_e_artesanato,2018,7,16,1
artes_e_artesanato,2018,7,17,1
artes_e_artesanato,2018,7,20,1
artes_e_artesanato,2018,7,23,3
artes_e_artesanato,2018,7,24,1
artes_e_artesanato,2018,7,25,1
artes_e_artesanato,2018,7,26,1
artes_e_artesanato,2018,7,28,1
artes_e_artesanato,2018,7,30,1
artes_e_artesanato,2018,8,3,1
artes_e_artesanato,2018,8,5,1
artes_e_artesanato,2018,8,15,1
artes_e_artesanato,2018,8,17,2
artes_e_artesanato,2018,8,21,1
artes_e_artesanato,2018,8,22,1
artes_e_artesanato,2018,8,23,1
artes_e_artesanato,2018,8,24,1
artigos_de_festas,2017,7,29,1
artigos_de_festas,2017,9,14,2
artigos_de_festas,2017,10,14,1
artigos_de_festas,2017,10,23,1
artigos_de_festas,2017,11,13,1
artigos_de_festas,2017,11,17,1
artigos_de_festas,2017,11,27,1
artigos_de_festas,2017,12,4,1
artigos_de_festas,2017,12,11,1
artigos_de_festas,2018,1,15,1
artigos_de_festas,2018,1,28,1
artigos_de_festas,2018,3,2,3
artigos_de_festas,2018,3,4,1
artigos_de_festas,2018,3,6,1
artigos_de_festas,2018,3,29,1
artigos_de_festas,2018,4,14,2
artigos_de_festas,2018,5,7,1
artigos_de_festas,2018,5,27,1
artigos_de_festas,2018,5,29,2
artigos_de_festas,2018,6,4,1
artigos_de_festas,2018,6,16,1
artigos_de_festas,2018,7,13,1
artigos_de_festas,2018,7,17,1
artigos_de_festas,2018,8,1,1
artigos_de_festas,2018,8,3,1
artigos_de_festas,2018,8,5,2
artigos_de_festas,2018,8,9,1
artigos_de_festas,2018,8,10,1
artigos_de_festas,2018,8,11,1
artigos_de_festas,2018,8,14,2
artigos_de_festas,2018,8,18,1
artigos_de_festas,2018,8,19,1
artigos_de_festas,2018,8,20,1
artigos_de_festas,2018,8,23,1
artigos_de_festas,2018,8,29,1
artigos_de_natal,2017,4,25,1
artigos_de_natal,2017,6,25,3
artigos_de_natal,2017,7,15,1
artigos_de_natal,2017,7,22,1
artigos_de_natal,2017,8,25,1
artigos_de_natal,2017,9,6,1
artigos_de_natal,2017,9,14,3
artigos_de_natal,2017,10,4,1
artigos_de_natal,2017,10,7,1
artigos_de_natal,2017,10,9,2
artigos_de_natal,2017,10,16,1
artigos_de_natal,2017,10,25,1
artigos_de_natal,2017,10,30,6
artigos_de_natal,2017,11,1,1
artigos_de_natal,2017,11,6,1
artigos_de_natal,2017,11,7,1
artigos_de_natal,2017,11,9,1
artigos_de_natal,2017,11,11,1
artigos_de_natal,2017,11,13,2
artigos_de_natal,2017,11,14,1
artigos_de_natal,2017,11,17,2
artigos_de_natal,2017,11,18,1
artigos_de_natal,2017,11,24,1
artigos_de_natal,2017,11,25,3
artigos_de_natal,2017,11,26,1
artigos_de_natal,2017,11,27,1
artigos_de_natal,2017,11,28,2
artigos_de_natal,2017,11,30,3
artigos_de_natal,2017,12,4,1
artigos_de_natal,2017,12,7,2
artigos_de_natal,2017,12,8,1
artigos_de_natal,2017,12,11,1
artigos_de_natal,2017,12,12,1
artigos_de_natal,2017,12,13,1
artigos_de_natal,2017,12,19,3
artigos_de_natal,2017,12,20,1
artigos_de_natal,2017,12,22,1
artigos_de_natal,2017,12,27,1
artigos_de_natal,2017,12,28,1
artigos_de_natal,2017,12,30,1
artigos_de_natal,2017,12,31,1
artigos_de_natal,2018,1,6,1
artigos_de_natal,2018,1,7,1
artigos_de_natal,2018,1,9,1
artigos_de_natal,2018,1,11,1
artigos_de_natal,2018,1,15,1
artigos_de_natal,2018,1,24,1
artigos_de_natal,2018,1,25,1
artigos_de_natal,2018,1,31,3
artigos_de_natal,2018,2,1,2
artigos_de_natal,2018,2,3,1
artigos_de_natal,2018,2,5,2
artigos_de_natal,2018,2,6,1
artigos_de_natal,2018,2,7,4
artigos_de_natal,2018,2,8,1
artigos_de_natal,2018,2,11,2
artigos_de_natal,2018,2,12,6
artigos_de_natal,2018,2,14,1
artigos_de_natal,2018,2,15,1
artigos_de_natal,2018,2,17,1
artigos_de_natal,2018,2,21,1
artigos_de_natal,2018,2,25,1
artigos_de_natal,2018,3,1,1
artigos_de_natal,2018,3,2,2
artigos_de_natal,2018,3,4,2
artigos_de_natal,2018,3,5,1
artigos_de_natal,2018,3,20,1
artigos_de_natal,2018,3,21,1
artigos_de_natal,2018,3,22,1
artigos_de_natal,2018,3,24,1
artigos_de_natal,2018,3,26,1
artigos_de_natal,2018,3,27,1
artigos_de_natal,2018,4,1,1
artigos_de_natal,2018,4,2,1
artigos_de_natal,2018,4,12,1
artigos_de_natal,2018,4,16,1
artigos_de_natal,2018,4,20,1
artigos_de_natal,2018,4,23,6
artigos_de_natal,2018,4,30,1
artigos_de_natal,2018,5,1,1
artigos_de_natal,2018,5,6,1
artigos_de_natal,2018,5,11,2
artigos_de_natal,2018,5,14,1
artigos_de_natal,2018,5,23,1
artigos_de_natal,2018,6,5,2
artigos_de_natal,2018,6,6,1
