customer_state,order_year,order_month,order_day,payment_value
PB,2017,10,1,1002.03
PB,2017,10,2,198.57
PB,2017,10,3,144.56
PB,2017,10,4,190.53
PB,2017,10,5,178.25
PB,2017,10,6,386.88
PB,2017,10,7,138.24
PB,2017,10,11,1372.25
PB,2017,10,12,437.96
PB,2017,10,14,357.34000000000003
PB,2017,10,15,348.07
PB,2017,10,18,3120.86
PB,2017,10,20,36.05
PB,2017,10,25,249.63
PB,2017,10,27,1160.44
PB,2017,10,28,537.72
PB,2017,10,29,364.64
PB,2017,10,30,1229.19
PB,2017,10,31,62.28
PB,2017,11,2,97.04
PB,2017,11,5,94.22
PB,2017,11,6,103.28
PB,2017,11,7,120.9
PB,2017,11,11,349.54
PB,2017,11,13,97.87
PB,2017,11,14,155.45
PB,2017,11,18,249.47000000000003
PB,2017,11,19,371.87
PB,2017,11,20,58.65
PB,2017,11,22,933.45
PB,2017,11,23,398.23999999999995
PB,2017,11,24,233.84
PB,2017,11,25,455.11
PB,2017,11,26,103.28
PB,2017,11,27,1269.64
PB,2017,11,28,507.23
PB,2017,11,29,117.14
PB,2017,12,3,154.95
PB,2017,12,4,231.76
PB,2017,12,5,229.92000000000002
PB,2017,12,6,657.63
PB,2017,12,7,775.2
PB,2017,12,8,195.84
PB,2017,12,9,74.05
PB,2017,12,11,281.37
PB,2017,12,12,278.22
PB,2017,12,13,345.89
PB,2017,12,15,428.34
PB,2017,12,16,96.96
PB,2017,12,17,164.52
PB,2017,12,19,230.67000000000002
PB,2017,12,20,393.9
PB,2017,12,21,341.97
PB,2017,12,22,227.87
PB,2017,12,25,486.17
PB,2017,12,26,431.22
PB,2017,12,28,219.82
PB,2017,12,30,112.35
PB,2017,12,31,657.63
PB,2018,1,2,362.17
PB,2018,1,3,1437.1
PB,2018,1,4,274.61
PB,2018,1,5,44.95
PB,2018,1,6,125.14
PB,2018,1,7,2339.89
PB,2018,1,8,111.33
PB,2018,1,9,222.45
PB,2018,1,10,188.45
PB,2018,1,11,87.8
PB,2018,1,13,91.06
PB,2018,1,15,348.07
PB,2018,1,16,218.35000000000002
PB,2018,1,17,230.85000000000002
PB,2018,1,18,144.65
PB,2018,1,22,96.95
PB,2018,1,25,708.75
PB,2018,1,26,499.09
PB,2018,1,27,71.14
PB,2018,1,29,204.97
PB,2018,1,30,151.7
PB,2018,1,31,63.05
PB,2018,2,1,79.05
PB,2018,2,2,70.15
PB,2018,2,3,697.14
PB,2018,2,4,836.2900000000001
PB,2018,2,6,423.53000000000003
PB,2018,2,7,335.46
PB,2018,2,8,372.61
PB,2018,2,9,162.85
PB,2018,2,10,331.41
PB,2018,2,11,147.22
PB,2018,2,12,277.88
PB,2018,2,13,47.8
PB,2018,2,14,102.28
PB,2018,2,16,318.48
PB,2018,2,17,177.63
PB,2018,2,18,144.45
PB,2018,2,19,150.64999999999998
PB,2018,2,20,550.02
PB,2018,2,21,100.77
PB,2018,2,22,59.14
PB,2018,2,23,382.04999999999995
PB,2018,2,25,284.43
PB,2018,2,26,212.57999999999998
PB,2018,2,27,79.05
PB,2018,3,1,131.08
PB,2018,3,2,265.47
PB,2018,3,3,661.5699999999999
PB,2018,3,4,132.74
PB,2018,3,5,185.56
PB,2018,3,6,497.29999999999995
PB,2018,3,8,256.5
PB,2018,3,9,150.18
PB,2018,3,10,77.87
PB,2018,3,12,399.14
PB,2018,3,16,176.95
PB,2018,3,17,596.3399999999999
PB,2018,3,18,1314.34
PB,2018,3,20,86.75
PB,2018,3,21,137.1
PB,2018,3,22,354.01
PB,2018,3,25,480.27
PB,2018,3,26,339.12
PB,2018,3,28,996.53
PB,2018,3,29,131.82
PB,2018,3,30,242.67
PB,2018,3,31,453.92
PB,2018,4,1,70.4
PB,2018,4,2,196.52
PB,2018,4,4,157.54
PB,2018,4,5,218.72
PB,2018,4,7,220.17
PB,2018,4,9,353.07
PB,2018,4,10,69.4
PB,2018,4,11,722.09
PB,2018,4,12,923.9599999999999
PB,2018,4,13,382.67
PB,2018,4,14,90.75
PB,2018,4,15,388.6
PB,2018,4,16,139.8
PB,2018,4,18,122.69
PB,2018,4,19,248.64000000000001
PB,2018,4,23,723.23
PB,2018,4,26,93.75
PB,2018,4,27,180.76
PB,2018,4,29,68.85
PB,2018,4,30,144.76
PB,2018,5,1,111.76
PB,2018,5,3,199.0
PB,2018,5,5,120.8
PB,2018,5,6,702.54
PB,2018,5,8,351.28999999999996
PB,2018,5,9,113.22
PB,2018,5,10,443.74
PB,2018,5,11,206.08
PB,2018,5,12,928.7
PB,2018,5,14,141.75
PB,2018,5,15,245.34
PB,2018,5,16,606.46
PB,2018,5,25,148.74
PB,2018,5,26,529.95
PB,2018,5,27,441.86
PB,2018,5,28,204.16
PB,2018,5,30,414.2
PB,2018,6,4,47.84
PB,2018,6,8,267.74
PB,2018,6,9,1439.1000000000001
PB,2018,6,10,105.89
PB,2018,6,11,1068.51
PB,2018,6,13,355.03
PB,2018,6,14,279.56
PB,2018,6,15,1831.9699999999998
PB,2018,6,19,294.99
PB,2018,6,20,1126.63
PB,2018,6,21,972.77
PB,2018,6,22,5554.21
PB,2018,6,23,383.03
PB,2018,6,24,122.41
PB,2018,6,25,182.83
PB,2018,6,28,83.13
PB,2018,6,29,105.49000000000001
PB,2018,7,1,1072.31
PB,2018,7,2,2844.96
PB,2018,7,3,433.69
PB,2018,7,4,814.42
PB,2018,7,5,52.93
PB,2018,7,6,4097.78
PB,2018,7,8,220.18
PB,2018,7,9,270.08000000000004
PB,2018,7,10,219.57
PB,2018,7,12,1676.23
PB,2018,7,13,264.64
PB,2018,7,15,142.26
PB,2018,7,16,85.71
PB,2018,7,17,471.96000000000004
PB,2018,7,18,133.18
PB,2018,7,19,234.89
PB,2018,7,20,567.25
PB,2018,7,21,235.22
PB,2018,7,22,887.4399999999999
PB,2018,7,23,243.89999999999998
PB,2018,7,24,450.23
PB,2018,7,25,655.93
PB,2018,7,27,260.89
PB,2018,7,28,2561.34
PB,2018,7,29,93.2
PB,2018,7,30,882.9499999999999
PB,2018,7,31,66.89
PB,2018,8,1,164.43
PB,2018,8,2,1008.9399999999999
PB,2018,8,3,1321.51
PB,2018,8,4,2155.35
PB,2018,8,6,42.76
PB,2018,8,7,174.73
PB,2018,8,8,613.61
PB,2018,8,9,821.71
PB,2018,8,10,192.32
PB,2018,8,12,596.56
PB,2018,8,13,579.5899999999999
PB,2018,8,16,221.16000000000003
PB,2018,8,17,455.09
PB,2018,8,18,108.39
PB,2018,8,21,479.97999999999996
PB,2018,8,23,195.61
PE,2016,10,4,177.28
PE,2016,10,5,1187.47
PE,2016,10,8,179.2
PE,2017,1,18,574.05
PE,2017,1,19,689.87
PE,2017,1,21,169.9
PE,2017,1,24,186.49
PE,2017,1,28,230.9
PE,2017,1,31,300.71999999999997
PE,2017,2,1,288.08
PE,2017,2,2,152.43
PE,2017,2,3,70.79
PE,2017,2,4,151.26
PE,2017,2,6,180.76
PE,2017,2,7,184.32
PE,2017,2,11,156.34
PE,2017,2,12,199.91000000000003
PE,2017,2,14,695.09
PE,2017,2,15,90.84
PE,2017,2,18,106.81
PE,2017,2,20,640.16
PE,2017,2,21,374.63
PE,2017,2,22,29.84
PE,2017,3,3,153.12
PE,2017,3,4,93.48
PE,2017,3,5,489.44000000000005
PE,2017,3,6,52.18
PE,2017,3,7,254.05
PE,2017,3,8,227.24
PE,2017,3,10,1078.25
PE,2017,3,13,355.95
PE,2017,3,14,213.61
PE,2017,3,15,877.6800000000001
PE,2017,3,16,343.31
PE,2017,3,20,270.18
PE,2017,3,22,169.92
PE,2017,3,25,385.61
PE,2017,3,26,134.3
PE,2017,3,27,388.73
PE,2017,3,28,308.1
PE,2017,3,29,222.82999999999998
PE,2017,3,31,501.4
PE,2017,4,1,88.67
PE,2017,4,3,51.83
PE,2017,4,4,158.65
PE,2017,4,6,150.85000000000002
PE,2017,4,9,362.88
PE,2017,4,10,84.81
PE,2017,4,12,477.02
PE,2017,4,13,124.23
PE,2017,4,14,80.62
PE,2017,4,15,64.83
PE,2017,4,19,49.83
PE,2017,4,20,64.82
PE,2017,4,21,117.34
PE,2017,4,22,689.38
PE,2017,4,23,54.34
PE,2017,4,24,115.88
PE,2017,4,25,249.45
PE,2017,4,26,558.4200000000001
PE,2017,4,27,301.02
PE,2017,4,28,632.45
PE,2017,4,29,74.74
PE,2017,4,30,68.18
PE,2017,5,1,77.06
PE,2017,5,2,414.02
PE,2017,5,3,250.97
PE,2017,5,4,300.1
PE,2017,5,5,270.06
PE,2017,5,7,2134.2
PE,2017,5,8,66.09
PE,2017,5,9,373.99
PE,2017,5,10,176.58
PE,2017,5,11,2403.54
PE,2017,5,12,552.3
PE,2017,5,14,252.16
PE,2017,5,15,713.8000000000001
PE,2017,5,16,390.09000000000003
PE,2017,5,17,373.18
PE,2017,5,20,544.03
PE,2017,5,22,1373.78
PE,2017,5,23,547.56
PE,2017,5,26,295.52
PE,2017,5,27,230.72000000000003
PE,2017,5,28,126.02
PE,2017,5,29,309.51
PE,2017,5,30,94.22
PE,2017,5,31,161.23
PE,2017,6,1,287.58
PE,2017,6,2,157.83999999999997
PE,2017,6,3,124.97
PE,2017,6,5,207.42000000000002
PE,2017,6,6,44.53
PE,2017,6,7,323.58000000000004
PE,2017,6,8,2786.58
PE,2017,6,9,67.53
PE,2017,6,10,171.84
PE,2017,6,11,60.63
PE,2017,6,12,489.45
PE,2017,6,13,57.53
PE,2017,6,14,60.62
PE,2017,6,15,269.13
PE,2017,6,16,171.79
PE,2017,6,18,194.38
PE,2017,6,19,140.75
PE,2017,6,22,86.46
PE,2017,6,23,306.35
PE,2017,6,24,169.46
PE,2017,6,25,160.32
PE,2017,6,26,105.83
PE,2017,6,27,358.78999999999996
PE,2017,6,29,144.2
PE,2017,6,30,160.46
PE,2017,7,1,336.6
PE,2017,7,2,51.14
PE,2017,7,3,385.33
PE,2017,7,4,199.49
PE,2017,7,5,519.21
PE,2017,7,6,647.19
PE,2017,7,9,228.81
PE,2017,7,10,297.82
PE,2017,7,11,265.15
PE,2017,7,12,617.52
PE,2017,7,13,453.7
PE,2017,7,14,283.53000000000003
PE,2017,7,15,135.04
PE,2017,7,16,185.55
PE,2017,7,17,640.5999999999999
PE,2017,7,18,454.93
PE,2017,7,19,311.93
PE,2017,7,20,386.76
PE,2017,7,21,628.58
PE,2017,7,22,776.39
PE,2017,7,24,1104.09
PE,2017,7,25,534.72
PE,2017,7,27,1030.9
PE,2017,7,28,205.68
PE,2017,7,29,433.65999999999997
PE,2017,7,30,203.76
PE,2017,7,31,205.31
PE,2017,8,1,452.90000000000003
PE,2017,8,2,225.21
PE,2017,8,4,324.09
PE,2017,8,5,252.99
PE,2017,8,6,1065.45
PE,2017,8,7,428.66
PE,2017,8,8,195.63
PE,2017,8,9,400.92
PE,2017,8,10,1794.32
PE,2017,8,11,381.17999999999995
PE,2017,8,13,393.72
PE,2017,8,14,404.05999999999995
PE,2017,8,15,693.9
PE,2017,8,16,2201.5
PE,2017,8,17,288.97
PE,2017,8,18,352.55
PE,2017,8,19,218.09
PE,2017,8,20,324.4
PE,2017,8,21,322.2
PE,2017,8,22,941.5699999999999
PE,2017,8,23,233.2
PE,2017,8,24,188.11
PE,2017,8,25,245.46
PE,2017,8,26,105.03
PE,2017,8,27,514.5799999999999
PE,2017,8,28,601.91
PE,2017,8,29,1548.6799999999998
PE,2017,8,30,285.09000000000003
PE,2017,8,31,65.53
PE,2017,9,1,104.94
PE,2017,9,2,236.02
PE,2017,9,3,399.26
PE,2017,9,4,323.16
PE,2017,9,5,1056.79
PE,2017,9,6,982.08
PE,2017,9,7,208.32
PE,2017,9,8,269.40999999999997
PE,2017,9,9,466.58000000000004
PE,2017,9,10,569.72
PE,2017,9,12,2271.36
PE,2017,9,13,1165.95
PE,2017,9,14,262.74
PE,2017,9,15,383.73
PE,2017,9,16,450.31
PE,2017,9,17,2061.65
PE,2017,9,19,374.94
PE,2017,9,20,959.99
PE,2017,9,21,125.15
PE,2017,9,22,510.11
PE,2017,9,23,257.65
PE,2017,9,25,107.9
PE,2017,9,26,177.44
PE,2017,9,27,380.5
PE,2017,9,28,189.42
PE,2017,9,29,1103.3400000000001
PE,2017,9,30,131.14
PE,2017,10,1,297.95
PE,2017,10,2,399.38
PE,2017,10,3,556.81
PE,2017,10,4,623.83
PE,2017,10,5,2177.52
PE,2017,10,6,516.33
PE,2017,10,8,422.96000000000004
PE,2017,10,9,496.21
PE,2017,10,10,1241.02
PE,2017,10,12,239.89999999999998
PE,2017,10,13,752.46
PE,2017,10,14,339.31
PE,2017,10,15,265.22
PE,2017,10,16,317.87
PE,2017,10,17,2689.19
PE,2017,10,18,394.63
PE,2017,10,19,329.15999999999997
PE,2017,10,20,1223.17
PE,2017,10,22,138.17
PE,2017,10,23,682.16
PE,2017,10,24,649.41
PE,2017,10,25,602.79
PE,2017,10,26,2356.7599999999998
PE,2017,10,27,852.89
PE,2017,10,28,1371.58
PE,2017,10,30,160.57
PE,2017,11,2,628.0699999999999
PE,2017,11,3,845.68
PE,2017,11,4,144.85
PE,2017,11,5,1280.7
PE,2017,11,6,234.68
PE,2017,11,7,350.28
PE,2017,11,8,1172.17
PE,2017,11,9,223.98000000000002
PE,2017,11,10,585.58
PE,2017,11,11,200.61
PE,2017,11,12,150.36
PE,2017,11,13,1641.94
PE,2017,11,14,448.51
PE,2017,11,15,299.09000000000003
PE,2017,11,16,900.1899999999999
PE,2017,11,17,1896.8700000000001
PE,2017,11,18,290.03
PE,2017,11,19,503.8
PE,2017,11,20,4034.76
PE,2017,11,21,306.1
PE,2017,11,22,467.28999999999996
PE,2017,11,23,1424.95
PE,2017,11,24,2352.47
PE,2017,11,25,840.59
PE,2017,11,26,445.68
PE,2017,11,27,967.57
PE,2017,11,28,389.46000000000004
PE,2017,11,29,1064.86
PE,2017,11,30,204.59
PE,2017,12,1,884.66
PE,2017,12,2,553.6800000000001
PE,2017,12,3,1146.65
PE,2017,12,4,1513.96
PE,2017,12,5,674.0600000000001
PE,2017,12,6,2325.77
PE,2017,12,7,412.69
PE,2017,12,8,584.36
PE,2017,12,9,948.49
PE,2017,12,10,806.02
PE,2017,12,11,1494.63
PE,2017,12,12,1103.0
PE,2017,12,13,605.56
PE,2017,12,14,625.15
PE,2017,12,15,388.66
PE,2017,12,16,226.32
PE,2017,12,17,701.7
PE,2017,12,18,629.9
PE,2017,12,19,390.16999999999996
PE,2017,12,20,1026.86
PE,2017,12,21,361.49
PE,2017,12,22,174.74
PE,2017,12,24,207.79
PE,2017,12,25,64.63
PE,2017,12,26,180.32
PE,2017,12,27,610.98
PE,2017,12,30,157.3
PE,2017,12,31,371.09000000000003
PE,2018,1,2,338.53000000000003
PE,2018,1,4,412.14
PE,2018,1,5,782.9300000000001
PE,2018,1,6,172.55
PE,2018,1,7,470.12
PE,2018,1,8,1391.64
PE,2018,1,9,1569.6100000000001
PE,2018,1,10,1297.26
PE,2018,1,11,250.89000000000001
PE,2018,1,12,288.98
PE,2018,1,13,283.57
PE,2018,1,14,2058.08
PE,2018,1,15,415.53000000000003
PE,2018,1,16,476.21999999999997
PE,2018,1,17,62.3
PE,2018,1,18,793.25
PE,2018,1,19,325.37
PE,2018,1,20,275.06
PE,2018,1,21,530.45
PE,2018,1,22,469.23
PE,2018,1,23,174.43
PE,2018,1,24,821.09
PE,2018,1,25,687.35
PE,2018,1,26,346.51
PE,2018,1,27,612.18
PE,2018,1,28,57.62
PE,2018,1,29,784.96
PE,2018,1,30,855.45
PE,2018,1,31,194.86
PE,2018,2,1,443.1
PE,2018,2,2,541.66
PE,2018,2,3,547.07
PE,2018,2,4,644.3100000000001
PE,2018,2,5,1076.22
PE,2018,2,6,681.1
PE,2018,2,7,884.87
PE,2018,2,8,32.62
PE,2018,2,9,977.45
PE,2018,2,10,1170.1699999999998
PE,2018,2,12,873.16
PE,2018,2,13,196.74
PE,2018,2,14,231.0
PE,2018,2,15,981.25
PE,2018,2,16,1358.9299999999998
PE,2018,2,17,831.38
PE,2018,2,18,281.09000000000003
PE,2018,2,20,1246.39
PE,2018,2,21,1590.26
PE,2018,2,22,1336.17
PE,2018,2,23,620.9399999999999
PE,2018,2,24,378.05
PE,2018,2,26,1690.81
PE,2018,2,27,851.58
PE,2018,2,28,670.44
PE,2018,3,1,1573.8400000000001
PE,2018,3,2,669.12
PE,2018,3,3,1617.62
PE,2018,3,4,650.73
PE,2018,3,5,1070.35
PE,2018,3,6,1026.93
PE,2018,3,7,788.72
PE,2018,3,8,1515.2099999999998
PE,2018,3,9,555.16
PE,2018,3,10,1802.39
PE,2018,3,11,771.4
PE,2018,3,12,67.02
PE,2018,3,13,356.89
PE,2018,3,14,284.43
PE,2018,3,15,1095.6599999999999
PE,2018,3,16,585.1700000000001
PE,2018,3,17,519.58
PE,2018,3,18,556.2
PE,2018,3,19,1179.23
PE,2018,3,20,286.73
PE,2018,3,21,4806.03
PE,2018,3,22,377.34
PE,2018,3,23,1627.92
PE,2018,3,24,66.03
PE,2018,3,25,188.68
PE,2018,3,26,368.15999999999997
PE,2018,3,27,319.90999999999997
PE,2018,3,28,1099.1
PE,2018,3,29,256.19
PE,2018,3,30,47.03
PE,2018,3,31,681.4100000000001
PE,2018,4,1,475.73
PE,2018,4,2,1422.49
PE,2018,4,3,585.97
PE,2018,4,4,603.5
PE,2018,4,5,711.12
PE,2018,4,6,720.78
PE,2018,4,7,1045.2
PE,2018,4,9,417.02
PE,2018,4,10,774.47
PE,2018,4,11,615.76
PE,2018,4,12,148.59
PE,2018,4,13,1768.85
PE,2018,4,14,153.12
PE,2018,4,16,2777.5299999999997
PE,2018,4,17,486.95000000000005
PE,2018,4,18,1457.3500000000001
PE,2018,4,19,1929.3700000000001
PE,2018,4,20,548.98
PE,2018,4,22,302.58000000000004
PE,2018,4,23,1092.4
PE,2018,4,24,977.74
PE,2018,4,25,485.22
PE,2018,4,26,816.9200000000001
PE,2018,4,27,440.02
PE,2018,4,29,164.07999999999998
PE,2018,4,30,588.76
PE,2018,5,1,1026.1
PE,2018,5,2,87.51
PE,2018,5,3,411.08000000000004
PE,2018,5,4,683.52
PE,2018,5,5,511.01
PE,2018,5,6,457.15
PE,2018,5,7,1208.9
PE,2018,5,8,1203.34
PE,2018,5,9,1119.7
PE,2018,5,10,606.1500000000001
PE,2018,5,11,384.45000000000005
PE,2018,5,12,862.2600000000001
PE,2018,5,13,730.19
PE,2018,5,14,1143.63
PE,2018,5,15,300.57
PE,2018,5,16,1411.99
PE,2018,5,17,74.08
PE,2018,5,19,250.88
PE,2018,5,20,267.01
PE,2018,5,22,1096.52
PE,2018,5,24,238.52
PE,2018,5,26,137.94
PE,2018,5,27,84.54
PE,2018,5,28,108.44
PE,2018,5,29,447.59000000000003
PE,2018,5,30,1172.43
PE,2018,5,31,480.73
PE,2018,6,1,1239.6399999999999
PE,2018,6,2,594.08
PE,2018,6,3,650.26
PE,2018,6,4,702.39
PE,2018,6,5,805.45
PE,2018,6,6,449.36
PE,2018,6,7,1664.92
PE,2018,6,8,304.88
PE,2018,6,9,1241.32
PE,2018,6,10,698.7
PE,2018,6,11,288.71
PE,2018,6,12,348.42
PE,2018,6,13,998.72
PE,2018,6,14,225.17000000000002
PE,2018,6,15,1075.8400000000001
PE,2018,6,16,237.04000000000002
PE,2018,6,17,739.67
PE,2018,6,18,744.01
PE,2018,6,19,480.33
PE,2018,6,20,350.25
PE,2018,6,21,243.26
PE,2018,6,22,102.36
PE,2018,6,23,156.74
PE,2018,6,24,229.94
PE,2018,6,25,811.2099999999999
PE,2018,6,26,275.24
PE,2018,6,27,1389.07
PE,2018,6,28,385.26000000000005
PE,2018,6,29,389.14
PE,2018,7,1,1076.03
PE,2018,7,2,983.11
PE,2018,7,3,510.8
PE,2018,7,4,661.82
PE,2018,7,5,276.31
PE,2018,7,6,288.27
PE,2018,7,7,349.51
PE,2018,7,8,827.9499999999999
PE,2018,7,9,987.61
PE,2018,7,10,450.66
PE,2018,7,11,1089.05
PE,2018,7,12,423.7
PE,2018,7,13,1239.11
PE,2018,7,14,1096.15
PE,2018,7,15,1789.46
PE,2018,7,16,1568.94
PE,2018,7,17,819.61
PE,2018,7,18,1302.1499999999999
PE,2018,7,19,385.96000000000004
PE,2018,7,20,297.27
PE,2018,7,21,993.92
PE,2018,7,22,2042.23
PE,2018,7,23,977.1200000000001
PE,2018,7,24,1332.3799999999999
PE,2018,7,25,2911.03
PE,2018,7,26,1746.3000000000002
PE,2018,7,27,201.23
PE,2018,7,28,1086.8400000000001
PE,2018,7,29,453.48
PE,2018,7,30,352.21000000000004
PE,2018,7,31,1661.02
PE,2018,8,1,1726.46
PE,2018,8,2,1455.79
PE,2018,8,3,710.56
PE,2018,8,4,440.84000000000003
PE,2018,8,5,1727.31
PE,2018,8,6,405.18
PE,2018,8,7,692.87
PE,2018,8,8,419.63
PE,2018,8,9,742.74
PE,2018,8,10,704.58
PE,2018,8,11,206.76999999999998
PE,2018,8,12,520.0
PE,2018,8,13,1054.37
PE,2018,8,14,982.0
PE,2018,8,15,1099.37
PE,2018,8,16,930.32
PE,2018,8,17,205.88
PE,2018,8,18,210.35999999999999
PE,2018,8,21,421.83
PE,2018,8,22,369.22
PE,2018,8,23,122.08
PI,2016,10,8,246.09
PI,2017,1,18,69.94
PI,2017,1,20,221.85
PI,2017,1,23,139.69
PI,2017,1,28,710.0
PI,2017,1,30,43.89
PI,2017,1,31,268.61
PI,2017,2,3,49.74
PI,2017,2,4,953.8399999999999
PI,2017,2,5,157.94
PI,2017,2,14,763.4100000000001
PI,2017,2,18,91.61
PI,2017,2,20,124.18
PI,2017,2,22,1146.2
PI,2017,2,23,124.18
PI,2017,2,27,93.97
PI,2017,3,2,279.38
PI,2017,3,4,486.59
PI,2017,3,7,64.74
PI,2017,3,8,588.12
PI,2017,3,9,476.74
PI,2017,3,12,95.57
PI,2017,3,16,296.89
PI,2017,3,17,159.25
PI,2017,3,25,89.94
PI,2017,3,27,45.7
PI,2017,3,30,53.84
PI,2017,4,14,77.36
PI,2017,4,15,1039.9
PI,2017,4,16,306.35
PI,2017,4,19,115.02
PI,2017,4,22,357.28999999999996
PI,2017,4,24,145.03
PI,2017,4,25,188.26999999999998
PI,2017,4,26,234.45
PI,2017,5,1,57.74
PI,2017,5,2,324.62
PI,2017,5,3,370.33000000000004
PI,2017,5,4,164.24
PI,2017,5,5,174.08
PI,2017,5,7,475.0
PI,2017,5,8,104.89
PI,2017,5,10,155.15
PI,2017,5,14,245.96999999999997
PI,2017,5,15,379.2
PI,2017,5,16,656.72
PI,2017,5,18,46.65
PI,2017,5,21,65.28
PI,2017,5,25,650.63
PI,2017,5,26,350.37
PI,2017,5,27,1317.95
PI,2017,5,30,1150.8
PI,2017,6,5,151.61
PI,2017,6,7,156.16
PI,2017,6,8,179.35
PI,2017,6,13,101.26
PI,2017,6,14,66.14
PI,2017,6,15,744.96
PI,2017,6,17,291.5
PI,2017,6,19,444.65
PI,2017,6,23,316.65
PI,2017,6,30,174.68
PI,2017,7,1,671.8
PI,2017,7,3,50.75
PI,2017,7,5,283.37
PI,2017,7,6,85.6
PI,2017,7,9,175.32
PI,2017,7,10,163.91
PI,2017,7,12,232.45
PI,2017,7,15,158.38
PI,2017,7,16,214.13
PI,2017,7,18,115.89
PI,2017,7,19,227.33999999999997
PI,2017,7,20,107.02
PI,2017,7,24,193.19
PI,2017,7,25,104.17
PI,2017,7,31,155.45
PI,2017,8,3,436.5
PI,2017,8,5,166.98
PI,2017,8,7,50.15
PI,2017,8,11,305.37
PI,2017,8,14,111.42
PI,2017,8,15,436.33
PI,2017,8,16,1706.4299999999998
PI,2017,8,17,168.46
PI,2017,8,18,105.01
PI,2017,8,19,778.27
PI,2017,8,23,437.74
PI,2017,8,26,403.05
PI,2017,8,28,87.17
PI,2017,8,31,97.83
PI,2017,9,2,231.9
PI,2017,9,4,240.43
PI,2017,9,5,38.05
PI,2017,9,6,158.32
PI,2017,9,7,56.14
PI,2017,9,9,446.66
PI,2017,9,10,110.42
PI,2017,9,11,247.0
PI,2017,9,12,336.85
PI,2017,9,13,96.33
PI,2017,9,15,900.73
PI,2017,9,16,105.39
PI,2017,9,17,64.14
PI,2017,9,19,45.14
PI,2017,9,20,104.28
PI,2017,9,22,155.45
PI,2017,9,24,106.38
PI,2017,9,27,130.56
PI,2017,10,3,656.63
PI,2017,10,4,951.22
PI,2017,10,5,266.05
PI,2017,10,9,92.8
PI,2017,10,10,100.86
PI,2017,10,13,105.2
PI,2017,10,16,181.81
PI,2017,10,17,255.07
PI,2017,10,23,344.03
PI,2017,10,24,332.15999999999997
PI,2017,10,25,237.47
PI,2017,10,26,177.43
PI,2017,10,28,599.5699999999999
PI,2017,10,30,654.74
PI,2017,11,2,134.5
PI,2017,11,3,269.25
PI,2017,11,6,54.14
PI,2017,11,7,250.73
PI,2017,11,8,158.92000000000002
PI,2017,11,11,36.15
PI,2017,11,12,313.09000000000003
PI,2017,11,14,119.93
PI,2017,11,15,112.42
PI,2017,11,16,97.87
PI,2017,11,18,75.57
PI,2017,11,20,731.87
PI,2017,11,22,155.45
PI,2017,11,23,371.91
PI,2017,11,24,152.0
PI,2017,11,25,213.3
PI,2017,11,26,34.85
PI,2017,11,28,270.11
PI,2017,11,29,83.15
PI,2017,11,30,170.18
PI,2017,12,1,449.31
PI,2017,12,4,495.15999999999997
PI,2017,12,5,206.36
PI,2017,12,6,78.64
PI,2017,12,8,673.67
PI,2017,12,14,350.02
PI,2017,12,16,108.73
PI,2017,12,23,556.73
PI,2017,12,25,284.42
PI,2017,12,28,137.26
PI,2017,12,30,168.18
PI,2018,1,3,361.2
PI,2018,1,4,380.24
PI,2018,1,5,239.66
PI,2018,1,6,676.8900000000001
PI,2018,1,8,107.81
PI,2018,1,9,427.72
PI,2018,1,10,213.47
PI,2018,1,11,289.43
PI,2018,1,12,201.26
PI,2018,1,13,232.07
PI,2018,1,15,755.09
PI,2018,1,16,239.58999999999997
PI,2018,1,17,233.08999999999997
PI,2018,1,18,219.17
PI,2018,1,19,40.38
PI,2018,1,20,418.25
PI,2018,1,21,55.28
PI,2018,1,22,188.22
PI,2018,1,23,380.13
PI,2018,1,25,87.17
PI,2018,1,26,1823.98
PI,2018,1,27,198.2
PI,2018,1,29,661.24
PI,2018,1,31,168.52
PI,2018,2,2,468.95
PI,2018,2,3,277.78000000000003
PI,2018,2,4,394.36
PI,2018,2,5,109.42
PI,2018,2,6,147.78
PI,2018,2,7,432.24
PI,2018,2,8,225.71
PI,2018,2,9,46.14
PI,2018,2,10,738.1800000000001
PI,2018,2,11,62.28
PI,2018,2,14,235.39
PI,2018,2,15,746.83
PI,2018,2,18,124.42
PI,2018,2,20,143.07999999999998
PI,2018,2,21,476.0
PI,2018,2,22,234.19
PI,2018,2,23,448.78
PI,2018,2,26,47.8
PI,2018,2,27,263.94
PI,2018,2,28,81.12
PI,2018,3,1,84.05
PI,2018,3,4,238.65
PI,2018,3,5,904.15
PI,2018,3,6,106.03
PI,2018,3,7,172.54
PI,2018,3,8,1248.4
PI,2018,3,9,68.84
PI,2018,3,10,816.56
PI,2018,3,11,113.93
PI,2018,3,12,823.4300000000001
PI,2018,3,14,489.32
PI,2018,3,15,173.49
PI,2018,3,17,186.88
PI,2018,3,18,173.88
PI,2018,3,19,342.41999999999996
PI,2018,3,21,311.65
PI,2018,3,22,103.2
PI,2018,3,23,50.84
PI,2018,3,24,493.02
PI,2018,3,27,111.62
PI,2018,3,29,487.58000000000004
PI,2018,3,30,47.84
PI,2018,3,31,610.51
PI,2018,4,2,102.05
PI,2018,4,3,173.88
PI,2018,4,5,958.9
PI,2018,4,7,186.01
PI,2018,4,9,3956.0099999999998
