customer_state,order_year,order_month,order_day,payment_value
GO,2017,4,28,280.55
GO,2017,4,29,811.25
GO,2017,4,30,242.46
GO,2017,5,1,193.45
GO,2017,5,2,1160.51
GO,2017,5,3,431.62
GO,2017,5,4,591.52
GO,2017,5,5,759.0600000000001
GO,2017,5,6,235.86
GO,2017,5,7,148.22
GO,2017,5,8,254.44
GO,2017,5,9,3237.68
GO,2017,5,10,94.3
GO,2017,5,11,1285.3600000000001
GO,2017,5,12,605.72
GO,2017,5,14,301.53999999999996
GO,2017,5,15,981.6600000000001
GO,2017,5,16,128.01
GO,2017,5,17,371.13
GO,2017,5,18,249.15
GO,2017,5,19,392.74
GO,2017,5,20,764.42
GO,2017,5,21,550.6800000000001
GO,2017,5,22,2214.38
GO,2017,5,23,290.23
GO,2017,5,24,296.12
GO,2017,5,25,51.0
GO,2017,5,26,100.95
GO,2017,5,27,564.21
GO,2017,5,28,318.2
GO,2017,5,29,1082.92
GO,2017,5,30,610.26
GO,2017,5,31,580.21
GO,2017,6,2,848.55
GO,2017,6,3,125.92
GO,2017,6,4,618.94
GO,2017,6,5,704.1500000000001
GO,2017,6,7,213.75
GO,2017,6,8,793.86
GO,2017,6,9,74.16
GO,2017,6,10,191.96
GO,2017,6,11,685.9399999999999
GO,2017,6,12,371.15
GO,2017,6,13,588.86
GO,2017,6,14,105.37
GO,2017,6,15,178.25
GO,2017,6,16,407.78999999999996
GO,2017,6,17,199.52
GO,2017,6,18,294.18
GO,2017,6,19,105.04
GO,2017,6,20,1502.77
GO,2017,6,22,399.68
GO,2017,6,23,341.02
GO,2017,6,24,214.26
GO,2017,6,25,358.78
GO,2017,6,26,175.74
GO,2017,6,27,221.14
GO,2017,6,28,158.0
GO,2017,6,29,278.18
GO,2017,6,30,428.26
GO,2017,7,1,134.94
GO,2017,7,2,148.51
GO,2017,7,3,119.9
GO,2017,7,4,310.7
GO,2017,7,5,57.59
GO,2017,7,6,236.29
GO,2017,7,7,814.74
GO,2017,7,8,474.77
GO,2017,7,9,243.87
GO,2017,7,10,986.9
GO,2017,7,11,355.73
GO,2017,7,12,217.02999999999997
GO,2017,7,13,119.88
GO,2017,7,14,105.09
GO,2017,7,15,34.09
GO,2017,7,17,569.0
GO,2017,7,18,660.26
GO,2017,7,20,1122.73
GO,2017,7,21,229.37
GO,2017,7,22,23.91
GO,2017,7,24,323.28
GO,2017,7,25,1020.63
GO,2017,7,26,540.71
GO,2017,7,27,417.73
GO,2017,7,28,435.32
GO,2017,7,30,687.43
GO,2017,7,31,186.57
GO,2017,8,1,593.9300000000001
GO,2017,8,2,246.49
GO,2017,8,3,222.35999999999999
GO,2017,8,4,573.19
GO,2017,8,5,422.69
GO,2017,8,6,220.33999999999997
GO,2017,8,7,219.44
GO,2017,8,8,847.6700000000001
GO,2017,8,9,91.59
GO,2017,8,10,1032.97
GO,2017,8,11,822.0899999999999
GO,2017,8,13,85.24
GO,2017,8,14,565.21
GO,2017,8,15,1245.6599999999999
GO,2017,8,16,435.71000000000004
GO,2017,8,17,426.33
GO,2017,8,18,685.41
GO,2017,8,19,596.63
GO,2017,8,20,55.09
GO,2017,8,21,511.53
GO,2017,8,22,259.01
GO,2017,8,23,3242.6200000000003
GO,2017,8,24,143.71
GO,2017,8,25,208.5
GO,2017,8,26,409.83
GO,2017,8,27,255.32
GO,2017,8,28,329.05
GO,2017,8,29,105.7
GO,2017,8,30,561.72
GO,2017,8,31,195.91
GO,2017,9,1,130.5
GO,2017,9,2,1770.72
GO,2017,9,3,347.69
GO,2017,9,4,1136.06
GO,2017,9,5,572.1800000000001
GO,2017,9,6,169.92
GO,2017,9,7,577.69
GO,2017,9,8,499.67
GO,2017,9,9,360.04
GO,2017,9,10,146.96
GO,2017,9,11,602.86
GO,2017,9,12,402.64
GO,2017,9,13,1404.38
GO,2017,9,14,331.05
GO,2017,9,15,397.98
GO,2017,9,16,162.99
GO,2017,9,17,139.81
GO,2017,9,18,465.08000000000004
GO,2017,9,19,1424.0
GO,2017,9,20,313.49
GO,2017,9,21,1652.16
GO,2017,9,22,110.89
GO,2017,9,23,324.96
GO,2017,9,24,75.17
GO,2017,9,25,1266.52
GO,2017,9,27,176.76
GO,2017,9,28,233.96
GO,2017,9,29,64.9
GO,2017,9,30,227.28
GO,2017,10,1,116.94
GO,2017,10,2,572.61
GO,2017,10,3,912.53
GO,2017,10,4,122.15
GO,2017,10,5,380.45000000000005
GO,2017,10,6,909.9100000000001
GO,2017,10,7,739.95
GO,2017,10,8,570.26
GO,2017,10,9,758.39
GO,2017,10,10,155.61
GO,2017,10,11,490.82
GO,2017,10,12,394.49
GO,2017,10,13,1202.17
GO,2017,10,15,812.0
GO,2017,10,16,1521.3300000000002
GO,2017,10,17,1437.1399999999999
GO,2017,10,18,296.99
GO,2017,10,19,333.28
GO,2017,10,20,419.52
GO,2017,10,21,692.3399999999999
GO,2017,10,22,248.95999999999998
GO,2017,10,23,689.64
GO,2017,10,24,270.66
GO,2017,10,25,900.4
GO,2017,10,26,371.7
GO,2017,10,27,224.28
GO,2017,10,28,90.57
GO,2017,10,29,156.73
GO,2017,10,30,2787.3399999999997
GO,2017,10,31,698.52
GO,2017,11,1,247.92000000000002
GO,2017,11,2,655.17
GO,2017,11,3,300.76
GO,2017,11,4,188.38
GO,2017,11,5,323.87
GO,2017,11,6,988.7
GO,2017,11,7,589.99
GO,2017,11,8,1268.07
GO,2017,11,9,517.27
GO,2017,11,10,1482.82
GO,2017,11,11,77.57
GO,2017,11,12,32.07
GO,2017,11,13,557.48
GO,2017,11,14,971.6500000000001
GO,2017,11,15,241.70000000000002
GO,2017,11,16,445.56
GO,2017,11,17,2584.38
GO,2017,11,18,569.74
GO,2017,11,19,233.10000000000002
GO,2017,11,20,957.8299999999999
GO,2017,11,21,283.9
GO,2017,11,22,735.67
GO,2017,11,23,887.5
GO,2017,11,24,3303.2
GO,2017,11,25,1445.32
GO,2017,11,26,861.02
GO,2017,11,27,1156.07
GO,2017,11,28,695.6700000000001
GO,2017,11,29,1242.07
GO,2017,11,30,819.09
GO,2017,12,1,180.94
GO,2017,12,2,303.78999999999996
GO,2017,12,3,256.79
GO,2017,12,4,477.85
GO,2017,12,5,860.41
GO,2017,12,6,1014.82
GO,2017,12,7,1604.6399999999999
GO,2017,12,8,199.62
GO,2017,12,9,488.7
GO,2017,12,10,1714.27
GO,2017,12,11,322.23
GO,2017,12,12,377.95
GO,2017,12,13,643.9
GO,2017,12,14,417.08000000000004
GO,2017,12,15,2285.64
GO,2017,12,16,201.92000000000002
GO,2017,12,17,752.96
GO,2017,12,18,1255.51
GO,2017,12,19,894.1299999999999
GO,2017,12,20,223.33
GO,2017,12,21,103.19
GO,2017,12,24,43.09
GO,2017,12,25,135.51
GO,2017,12,26,608.23
GO,2017,12,27,839.56
GO,2017,12,29,500.83000000000004
GO,2017,12,30,1006.52
GO,2017,12,31,673.0699999999999
GO,2018,1,1,257.40999999999997
GO,2018,1,2,658.46
GO,2018,1,3,968.6999999999999
GO,2018,1,4,448.7
GO,2018,1,5,267.63
GO,2018,1,6,419.03
GO,2018,1,7,679.87
GO,2018,1,8,664.4
GO,2018,1,9,340.69
GO,2018,1,10,748.5
GO,2018,1,11,403.89
GO,2018,1,12,1438.2
GO,2018,1,13,461.51
GO,2018,1,14,865.04
GO,2018,1,15,787.83
GO,2018,1,16,1241.03
GO,2018,1,17,724.88
GO,2018,1,18,456.86
GO,2018,1,19,478.27
GO,2018,1,20,239.64999999999998
GO,2018,1,21,260.91999999999996
GO,2018,1,22,917.9000000000001
GO,2018,1,23,580.89
GO,2018,1,24,530.45
GO,2018,1,25,333.48
GO,2018,1,26,70.18
GO,2018,1,27,440.94
GO,2018,1,28,1361.16
GO,2018,1,29,435.0
GO,2018,1,30,886.68
GO,2018,1,31,1596.8
GO,2018,2,1,1199.65
GO,2018,2,2,1074.19
GO,2018,2,3,451.85
GO,2018,2,4,570.94
GO,2018,2,5,716.29
GO,2018,2,6,1153.21
GO,2018,2,7,616.3100000000001
GO,2018,2,8,836.1500000000001
GO,2018,2,9,1093.59
GO,2018,2,10,465.85
GO,2018,2,11,447.44
GO,2018,2,12,367.99
GO,2018,2,13,1586.1100000000001
GO,2018,2,14,392.83000000000004
GO,2018,2,15,973.8100000000001
GO,2018,2,16,525.21
GO,2018,2,17,1011.74
GO,2018,2,18,219.56
GO,2018,2,19,477.31
GO,2018,2,20,1202.04
GO,2018,2,21,120.09
GO,2018,2,22,258.51
GO,2018,2,23,138.6
GO,2018,2,24,664.54
GO,2018,2,25,743.3199999999999
GO,2018,2,26,1536.1100000000001
GO,2018,2,27,1002.8500000000001
GO,2018,2,28,1444.4
GO,2018,3,1,1005.62
GO,2018,3,2,769.74
GO,2018,3,3,688.85
GO,2018,3,4,521.9200000000001
GO,2018,3,5,1082.86
GO,2018,3,6,878.22
GO,2018,3,7,277.03
GO,2018,3,8,190.31
GO,2018,3,9,607.0
GO,2018,3,10,1537.85
GO,2018,3,11,431.78
GO,2018,3,12,1438.1399999999999
GO,2018,3,13,799.9300000000001
GO,2018,3,14,385.31
GO,2018,3,15,691.25
GO,2018,3,16,1372.5800000000002
GO,2018,3,17,456.26
GO,2018,3,18,243.97
GO,2018,3,19,1761.46
GO,2018,3,20,679.11
GO,2018,3,21,518.54
GO,2018,3,22,529.5699999999999
GO,2018,3,23,194.67000000000002
GO,2018,3,24,1143.56
GO,2018,3,25,404.1
GO,2018,3,26,699.46
GO,2018,3,27,400.51
GO,2018,3,28,906.75
GO,2018,3,29,563.94
GO,2018,3,30,607.73
GO,2018,3,31,435.25
GO,2018,4,1,143.17
GO,2018,4,2,849.2
GO,2018,4,3,1047.03
GO,2018,4,4,903.12
GO,2018,4,5,823.86
GO,2018,4,6,366.28999999999996
GO,2018,4,7,65.13
GO,2018,4,8,508.59000000000003
GO,2018,4,9,184.5
GO,2018,4,10,133.25
GO,2018,4,11,1307.46
GO,2018,4,12,966.51
GO,2018,4,13,596.45
GO,2018,4,15,534.75
GO,2018,4,16,1526.59
GO,2018,4,17,1027.44
GO,2018,4,18,1225.25
GO,2018,4,19,1397.0900000000001
GO,2018,4,20,225.04999999999998
GO,2018,4,21,191.44
GO,2018,4,22,1574.31
GO,2018,4,23,1167.68
GO,2018,4,24,436.1
GO,2018,4,25,1780.1799999999998
GO,2018,4,26,522.44
GO,2018,4,27,976.5
GO,2018,4,28,274.68
GO,2018,4,29,266.64
GO,2018,4,30,1241.5
GO,2018,5,1,3497.9800000000005
GO,2018,5,2,329.24
GO,2018,5,3,1565.1100000000001
GO,2018,5,4,1350.28
GO,2018,5,5,818.4
GO,2018,5,6,1248.06
GO,2018,5,7,2735.95
GO,2018,5,8,755.95
GO,2018,5,9,972.88
GO,2018,5,10,2377.79
GO,2018,5,11,822.11
GO,2018,5,12,707.8199999999999
GO,2018,5,13,684.3
GO,2018,5,14,991.99
GO,2018,5,15,312.33000000000004
GO,2018,5,16,2628.54
GO,2018,5,17,466.04
GO,2018,5,18,305.01
GO,2018,5,20,709.94
GO,2018,5,21,452.78000000000003
GO,2018,5,22,63.31
GO,2018,5,23,436.01
GO,2018,5,25,93.35
GO,2018,5,26,69.9
GO,2018,5,27,175.72
GO,2018,5,28,169.94
GO,2018,5,29,795.86
GO,2018,5,30,1904.75
GO,2018,5,31,96.43
GO,2018,6,1,158.19
GO,2018,6,2,148.74
GO,2018,6,3,277.85
GO,2018,6,4,48.22
GO,2018,6,5,196.2
GO,2018,6,6,1106.03
GO,2018,6,7,601.76
GO,2018,6,8,503.16999999999996
GO,2018,6,9,1225.47
GO,2018,6,10,1215.55
GO,2018,6,11,564.19
GO,2018,6,12,390.16999999999996
GO,2018,6,13,657.88
GO,2018,6,14,921.49
GO,2018,6,16,46.29
GO,2018,6,17,507.32000000000005
GO,2018,6,18,461.96000000000004
GO,2018,6,19,545.22
GO,2018,6,20,73.2
GO,2018,6,21,442.15
GO,2018,6,22,885.27
GO,2018,6,23,515.36
GO,2018,6,24,528.96
GO,2018,6,25,675.51
GO,2018,6,26,1218.6399999999999
GO,2018,6,27,1798.0900000000001
GO,2018,6,28,663.95
GO,2018,6,29,689.31
GO,2018,6,30,315.17
GO,2018,7,1,250.11
GO,2018,7,2,326.88
GO,2018,7,3,986.08
GO,2018,7,4,1902.1399999999999
GO,2018,7,5,999.1600000000001
GO,2018,7,6,77.99
GO,2018,7,8,249.5
GO,2018,7,9,305.78999999999996
GO,2018,7,10,747.02
GO,2018,7,11,749.9100000000001
GO,2018,7,12,406.55
GO,2018,7,13,1636.09
GO,2018,7,14,732.3699999999999
GO,2018,7,15,363.13
GO,2018,7,16,86.56
GO,2018,7,17,3437.92
GO,2018,7,18,1118.97
GO,2018,7,19,609.24
GO,2018,7,20,862.04
GO,2018,7,21,142.57
GO,2018,7,22,427.9
GO,2018,7,23,2728.88
GO,2018,7,24,1195.75
GO,2018,7,25,1133.1399999999999
GO,2018,7,26,880.56
GO,2018,7,27,237.92000000000002
GO,2018,7,28,32.22
GO,2018,7,30,1165.72
GO,2018,7,31,587.3299999999999
GO,2018,8,1,1306.01
GO,2018,8,2,228.54
GO,2018,8,3,1390.2600000000002
GO,2018,8,4,703.12
GO,2018,8,5,434.68
GO,2018,8,6,688.06
GO,2018,8,7,1110.08
GO,2018,8,8,3329.18
GO,2018,8,9,276.58
GO,2018,8,10,1108.6
GO,2018,8,11,689.56
GO,2018,8,12,3225.75
GO,2018,8,13,1504.52
GO,2018,8,14,772.52
GO,2018,8,15,1040.13
GO,2018,8,16,605.95
GO,2018,8,17,400.78
GO,2018,8,18,733.2
GO,2018,8,19,404.52
GO,2018,8,20,90.50999999999999
GO,2018,8,21,794.61
GO,2018,8,22,197.38
GO,2018,8,23,60.38
GO,2018,8,24,109.73
MA,2016,10,5,625.2
MA,2016,10,8,44.74
MA,2016,10,10,328.90999999999997
MA,2017,1,21,77.52
MA,2017,1,24,74.11
MA,2017,1,25,190.28
MA,2017,1,26,336.56
MA,2017,1,27,38.0
MA,2017,2,1,66.51
MA,2017,2,7,213.5
MA,2017,2,8,48.25
MA,2017,2,9,137.14
MA,2017,2,17,205.71
MA,2017,2,18,106.81
MA,2017,2,20,94.28
MA,2017,2,22,80.77
MA,2017,2,26,128.26
MA,2017,2,28,114.0
MA,2017,3,3,142.57
MA,2017,3,6,47.3
MA,2017,3,9,81.88
MA,2017,3,10,266.03
MA,2017,3,12,135.25
MA,2017,3,13,50.83
MA,2017,3,14,64.74
MA,2017,3,16,208.05
MA,2017,3,18,221.48
MA,2017,3,19,63.35
MA,2017,3,20,359.11
MA,2017,3,21,146.85
MA,2017,3,23,212.06
MA,2017,3,26,49.55
MA,2017,3,27,114.79
MA,2017,3,28,317.56
MA,2017,3,30,155.36
MA,2017,3,31,85.38
MA,2017,4,1,133.19
MA,2017,4,6,69.84
MA,2017,4,7,141.22
MA,2017,4,9,51.88
MA,2017,4,11,43.3
MA,2017,4,12,531.42
MA,2017,4,13,229.95
MA,2017,4,14,117.9
MA,2017,4,15,132.39
MA,2017,4,18,314.65999999999997
MA,2017,4,20,155.39
MA,2017,4,21,115.02
MA,2017,4,22,271.02
MA,2017,4,23,332.38
MA,2017,4,24,307.29999999999995
MA,2017,4,25,232.35000000000002
MA,2017,4,27,429.17
MA,2017,4,30,155.67
MA,2017,5,1,382.26
MA,2017,5,2,157.7
MA,2017,5,3,59.83
MA,2017,5,4,45.7
MA,2017,5,5,187.91
MA,2017,5,7,35.13
MA,2017,5,8,314.44
MA,2017,5,9,110.83
MA,2017,5,10,82.66
MA,2017,5,14,260.67
MA,2017,5,15,379.2
MA,2017,5,16,44.14
MA,2017,5,17,399.36
MA,2017,5,18,104.19
MA,2017,5,22,115.24
MA,2017,5,23,256.15
MA,2017,5,24,242.24
MA,2017,5,25,201.05
MA,2017,5,28,372.53
MA,2017,5,29,296.27
MA,2017,5,30,102.82
MA,2017,5,31,124.33
MA,2017,6,2,51.05
MA,2017,6,3,61.05
MA,2017,6,6,50.05
MA,2017,6,9,83.15
MA,2017,6,10,208.97000000000003
MA,2017,6,14,81.57
MA,2017,6,16,124.43
MA,2017,6,17,171.75
MA,2017,6,19,496.9
MA,2017,6,22,229.92
MA,2017,6,23,63.15
MA,2017,6,25,354.45
MA,2017,6,28,185.57
MA,2017,6,30,62.05
MA,2017,7,3,346.5
MA,2017,7,4,635.91
MA,2017,7,5,700.04
MA,2017,7,6,537.47
MA,2017,7,7,265.75
MA,2017,7,9,97.23
MA,2017,7,10,202.62
MA,2017,7,11,254.75
MA,2017,7,12,305.59
MA,2017,7,13,619.71
MA,2017,7,14,1431.82
MA,2017,7,15,184.7
MA,2017,7,16,157.84
MA,2017,7,18,248.74
MA,2017,7,20,199.32
MA,2017,7,21,188.29
MA,2017,7,25,104.19
MA,2017,7,27,138.24
MA,2017,7,28,490.28
MA,2017,7,29,222.29000000000002
MA,2017,7,30,113.98
MA,2017,7,31,154.64
MA,2017,8,1,242.29
MA,2017,8,4,809.62
MA,2017,8,5,516.27
MA,2017,8,6,60.57
MA,2017,8,7,548.13
MA,2017,8,10,397.03999999999996
MA,2017,8,12,151.91
MA,2017,8,14,89.08
MA,2017,8,15,248.84
MA,2017,8,16,138.15
MA,2017,8,18,247.35
MA,2017,8,20,160.43
MA,2017,8,21,69.14
MA,2017,8,22,118.01
MA,2017,8,23,97.87
MA,2017,8,24,114.33
MA,2017,8,25,689.91
MA,2017,8,26,665.87
MA,2017,8,27,58.14
MA,2017,8,28,362.42
MA,2017,8,29,1240.85
MA,2017,8,30,314.37
MA,2017,8,31,285.35
MA,2017,9,1,2326.04
MA,2017,9,2,38.05
MA,2017,9,3,762.33
MA,2017,9,4,920.13
MA,2017,9,5,492.87
MA,2017,9,6,53.28
MA,2017,9,8,41.05
MA,2017,9,9,1227.78
MA,2017,9,10,288.3
MA,2017,9,11,153.36
MA,2017,9,12,122.1
MA,2017,9,13,303.81
MA,2017,9,14,710.57
MA,2017,9,15,115.88
MA,2017,9,16,34.05
MA,2017,9,17,108.73
MA,2017,9,18,1391.89
MA,2017,9,21,459.34999999999997
MA,2017,9,22,288.42
MA,2017,9,24,285.87
MA,2017,9,26,546.03
MA,2017,9,27,205.73
MA,2017,9,29,348.07
MA,2017,10,1,242.56
MA,2017,10,2,621.35
MA,2017,10,3,563.65
MA,2017,10,4,1111.72
MA,2017,10,5,1643.64
MA,2017,10,6,155.45
MA,2017,10,7,230.44
MA,2017,10,9,439.46
MA,2017,10,10,138.03
MA,2017,10,11,321.01
MA,2017,10,12,90.28
MA,2017,10,13,46.05
MA,2017,10,14,110.1
MA,2017,10,15,329.39
MA,2017,10,17,315.76
MA,2017,10,18,671.0
MA,2017,10,19,331.15999999999997
MA,2017,10,20,64.14
MA,2017,10,21,417.45
MA,2017,10,22,342.29
MA,2017,10,24,387.78
MA,2017,10,25,114.65
MA,2017,10,26,1341.71
MA,2017,10,27,85.76
MA,2017,10,29,445.43
MA,2017,10,30,1908.58
MA,2017,10,31,58.14
MA,2017,11,1,56.15
MA,2017,11,2,149.36
MA,2017,11,3,181.55
MA,2017,11,4,177.43
MA,2017,11,5,1046.4199999999998
MA,2017,11,6,1033.75
MA,2017,11,7,204.2
MA,2017,11,8,190.43
MA,2017,11,12,434.78
MA,2017,11,13,214.05
MA,2017,11,14,231.08
MA,2017,11,15,62.66
MA,2017,11,16,153.36
MA,2017,11,17,312.74
MA,2017,11,18,97.32
MA,2017,11,19,76.19
MA,2017,11,20,2338.48
MA,2017,11,21,1515.76
MA,2017,11,22,156.76
MA,2017,11,24,676.58
MA,2017,11,25,982.71
MA,2017,11,26,519.35
MA,2017,11,27,382.49
MA,2017,11,28,717.3199999999999
MA,2017,11,29,222.71
MA,2017,11,30,100.77
MA,2017,12,1,78.69
MA,2017,12,3,361.07
MA,2017,12,4,45.14
MA,2017,12,6,277.06
MA,2017,12,7,453.96
MA,2017,12,8,447.42
MA,2017,12,9,265.64
MA,2017,12,10,554.95
MA,2017,12,11,225.17
MA,2017,12,12,134.12
MA,2017,12,13,193.91
MA,2017,12,14,258.06
MA,2017,12,15,614.8
MA,2017,12,17,520.98
MA,2017,12,18,497.68
MA,2017,12,19,51.05
MA,2017,12,20,146.1
MA,2017,12,21,277.71999999999997
MA,2017,12,22,62.14
MA,2017,12,25,105.8
MA,2017,12,26,150.26
MA,2017,12,27,303.73
MA,2017,12,28,239.8
MA,2017,12,29,379.71000000000004
MA,2017,12,30,636.98
MA,2018,1,2,136.02
MA,2018,1,3,553.89
MA,2018,1,4,305.25
MA,2018,1,5,496.04
MA,2018,1,6,799.06
MA,2018,1,7,285.6
MA,2018,1,8,272.65
MA,2018,1,9,957.02
MA,2018,1,10,1392.84
MA,2018,1,11,44.05
MA,2018,1,12,948.84
MA,2018,1,13,471.38
MA,2018,1,14,244.91000000000003
MA,2018,1,15,348.07000000000005
MA,2018,1,16,553.74
MA,2018,1,17,336.06
MA,2018,1,18,190.88
MA,2018,1,19,213.64
MA,2018,1,20,70.14
MA,2018,1,21,92.1
MA,2018,1,22,528.8
MA,2018,1,23,83.15
MA,2018,1,24,455.74
MA,2018,1,25,913.78
MA,2018,1,26,265.42
MA,2018,1,28,131.57
MA,2018,2,1,107.02
MA,2018,2,2,307.24
MA,2018,2,3,61.14
MA,2018,2,4,79.14
MA,2018,2,5,179.66
MA,2018,2,6,666.98
MA,2018,2,7,420.13
MA,2018,2,8,871.83
MA,2018,2,9,658.9000000000001
MA,2018,2,10,348.07
MA,2018,2,11,672.6
MA,2018,2,12,247.05
MA,2018,2,13,138.24
MA,2018,2,15,285.92
MA,2018,2,16,548.06
MA,2018,2,17,613.4
MA,2018,2,18,178.92000000000002
MA,2018,2,19,1033.92
MA,2018,2,20,348.07
MA,2018,2,21,278.73
MA,2018,2,22,270.28999999999996
MA,2018,2,25,2456.43
MA,2018,2,26,469.01
MA,2018,2,27,197.32999999999998
MA,2018,2,28,1025.61
MA,2018,3,1,511.49
MA,2018,3,2,267.90999999999997
MA,2018,3,3,219.28
MA,2018,3,5,1901.72
MA,2018,3,7,320.74
MA,2018,3,8,415.43
MA,2018,3,9,108.95
MA,2018,3,10,89.87
MA,2018,3,11,47.84
MA,2018,3,12,345.25
MA,2018,3,13,873.09
MA,2018,3,14,190.03
MA,2018,3,16,544.25
MA,2018,3,17,203.06
MA,2018,3,19,543.64
MA,2018,3,20,611.68
MA,2018,3,21,625.56
MA,2018,3,22,607.57
MA,2018,3,23,297.2
MA,2018,3,24,277.08
MA,2018,3,25,117.86
MA,2018,3,26,335.58
MA,2018,3,28,70.81
MA,2018,3,29,297.88
MA,2018,3,31,635.6600000000001
MA,2018,4,1,395.82
MA,2018,4,2,358.64
MA,2018,4,3,80.33
MA,2018,4,5,121.51
MA,2018,4,6,344.64
MA,2018,4,7,72.84
MA,2018,4,8,94.52
MA,2018,4,10,138.69
MA,2018,4,11,1200.37
MA,2018,4,12,251.7
MA,2018,4,14,486.73
MA,2018,4,15,82.75
MA,2018,4,16,714.23
MA,2018,4,17,228.21
MA,2018,4,20,117.58
MA,2018,4,22,183.25
MA,2018,4,23,637.01
MA,2018,4,24,1693.16
MA,2018,4,25,554.47
MA,2018,4,27,1155.56
MA,2018,4,28,118.09
MA,2018,4,29,103.85
MA,2018,4,30,889.58
MA,2018,5,1,152.4
MA,2018,5,3,64.5
MA,2018,5,6,394.55
MA,2018,5,7,425.97
MA,2018,5,8,610.3399999999999
MA,2018,5,9,535.0799999999999
MA,2018,5,11,352.15
MA,2018,5,12,172.97
MA,2018,5,14,50.84
MA,2018,5,15,591.5899999999999
MA,2018,5,16,702.9100000000001
MA,2018,5,18,72.65
MA,2018,5,19,143.7
MA,2018,5,22,3195.73
MA,2018,5,25,122.41
MA,2018,5,27,253.32
MA,2018,5,30,126.8
MA,2018,5,31,621.63
MA,2018,6,2,554.0
MA,2018,6,3,473.36
MA,2018,6,4,286.74
MA,2018,6,5,501.67
MA,2018,6,6,372.67
MA,2018,6,8,163.47
MA,2018,6,9,382.46
MA,2018,6,11,1136.51
MA,2018,6,12,81.65
MA,2018,6,13,67.03
MA,2018,6,14,162.92
MA,2018,6,15,797.3100000000001
MA,2018,6,16,436.45
MA,2018,6,18,263.28999999999996
MA,2018,6,19,45.2
MA,2018,6,21,499.36
MA,2018,6,22,100.05
MA,2018,6,23,517.99
MA,2018,6,24,248.57999999999998
MA,2018,6,26,224.02
MA,2018,6,27,368.14
MA,2018,6,29,162.5
MA,2018,7,2,120.31
MA,2018,7,3,76.15
MA,2018,7,7,156.3
MA,2018,7,8,761.76
MA,2018,7,9,644.9300000000001
MA,2018,7,10,621.78
MA,2018,7,11,978.8299999999999
MA,2018,7,15,252.11
MA,2018,7,16,72.97
MA,2018,7,17,129.27
MA,2018,7,18,596.55
MA,2018,7,19,471.34000000000003
MA,2018,7,20,46.89
MA,2018,7,21,499.45000000000005
MA,2018,7,23,619.51
MA,2018,7,24,599.55
MA,2018,7,25,288.27
MA,2018,7,26,70.85
MA,2018,7,27,205.87
MA,2018,7,28,180.62
MA,2018,7,30,143.99
MA,2018,7,31,209.46
MA,2018,8,1,288.5
MA,2018,8,2,352.85
MA,2018,8,3,1074.8
MA,2018,8,4,63.08
MA,2018,8,5,149.83
MA,2018,8,6,168.7
MA,2018,8,7,959.47
MA,2018,8,9,369.84000000000003
MA,2018,8,10,84.96
MA,2018,8,14,800.13
MA,2018,8,15,416.82
MA,2018,8,21,74.14
MA,2018,8,22,76.15
MA,2018,8,23,320.76
MG,2016,10,3,92.27
MG,2016,10,4,1714.0
MG,2016,10,5,770.73
MG,2016,10,6,234.55
MG,2016,10,7,422.96999999999997
MG,2016,10,8,391.55999999999995
MG,2016,10,9,820.5899999999999
MG,2016,10,10,513.15
MG,2017,1,6,300.12
MG,2017,1,7,389.43
MG,2017,1,9,367.65
MG,2017,1,11,1141.37
MG,2017,1,12,549.74
MG,2017,1,13,1029.46
MG,2017,1,14,253.0
MG,2017,1,15,469.08
MG,2017,1,16,1034.32
MG,2017,1,17,332.26
MG,2017,1,18,562.51
MG,2017,1,19,1091.1399999999999
MG,2017,1,20,559.93
MG,2017,1,21,525.11
MG,2017,1,22,496.41999999999996
MG,2017,1,23,1266.04
MG,2017,1,24,349.15999999999997
MG,2017,1,25,794.08
MG,2017,1,26,1498.63
MG,2017,1,27,1619.19
MG,2017,1,28,673.8
MG,2017,1,29,547.89
MG,2017,1,30,1431.04
MG,2017,1,31,789.26
MG,2017,2,1,1054.49
MG,2017,2,2,1795.6
MG,2017,2,3,1236.79
MG,2017,2,4,867.88
MG,2017,2,5,702.79
MG,2017,2,6,1032.67
MG,2017,2,7,3075.97
MG,2017,2,8,1804.85
MG,2017,2,9,1342.18
MG,2017,2,10,1829.93
MG,2017,2,11,614.38
MG,2017,2,12,1112.71
MG,2017,2,13,1713.38
MG,2017,2,14,2861.45
MG,2017,2,15,1254.54
MG,2017,2,16,932.98
MG,2017,2,17,897.0799999999999
MG,2017,2,18,804.39
MG,2017,2,19,435.51
MG,2017,2,20,745.83
MG,2017,2,21,2072.91
MG,2017,2,22,904.1800000000001
MG,2017,2,23,412.33000000000004
MG,2017,2,24,579.7
MG,2017,2,25,579.2
MG,2017,2,26,860.3399999999999
MG,2017,2,27,509.53
MG,2017,2,28,1884.6100000000001
MG,2017,3,1,1336.1
MG,2017,3,2,1305.34
MG,2017,3,3,993.8299999999999
MG,2017,3,4,858.6400000000001
MG,2017,3,5,934.42
MG,2017,3,6,1802.87
MG,2017,3,7,1882.3899999999999
MG,2017,3,8,1463.54
MG,2017,3,9,2456.12
MG,2017,3,10,1287.96
MG,2017,3,11,1975.3400000000001
MG,2017,3,12,1807.46
MG,2017,3,13,1714.6200000000001
MG,2017,3,14,1207.14
